Status,Event_Date,Start_Time,End_Time,Type,Description,Borough,LocationofEvent,EventAddress,ActualParticipants,Postcode,Latitude,Longitude,CommunityBoard,CouncilDistrict ,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
Completed (59),3/14/2016,3:30 PM,5:00 PM,RNY General Presentation (GEN),Emergency Preparedness,Manhattan,VISIONS Services for the Blind,135 W 23 St,60,10011,40.743386,-73.993916,104,3,1014949,1007990021,91,MN0401
Completed (59),3/14/2016,10:30 AM,12:30 PM,RNY General Presentation (GEN),RNY ESOL Presentation,Brooklyn,Arab American Association New York,7111 5th AVe,50,11209,40.63238,-74.021444,310,47,3146649,3058930010,130,BK1001
Completed (59),3/14/2016,8:00 AM,11:00 AM,RNY for Kids (KIDS),Youth Preparedness,Staten Island,PS 60,55 Merrill Ave,420,10314,40.610073,-74.162129,502,50,5031151,5015800044,29104,SI0204
Completed (59),3/15/2016,11:00 AM,12:59 PM,RNY General Presentation (GEN),Winter Prep,Brooklyn,Brookdale Senior Center,817 Avenue H,25,11230,40.629268,-73.968686,314,45,3170160,3064960039,460,BK1402
Completed (59),3/15/2016,6:00 PM,8:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,Woodstock Community Center,890 Trinity Ave,130,10456,40.822064,-73.906291,203,17,2091950,2026380001,133,BX0301
Completed (59),3/15/2016,10:00 AM,12:00 PM,RNY Business (B),Becoming Resilient: Diaster Planning and Recovery,Queens,Laguardia Community College,30-20 Thomson Ave,10,11101,40.745095,-73.936635,402,26,4003517,4002740001,17902,QN0202
Completed (59),3/16/2016,10:30 AM,12:59 PM,RNY General Presentation (GEN),Winter Prep,Queens,Sunnyside Community Services,43-31 39 Street,60,11104,40.74519,-73.925909,402,26,4436677,4001910005,17901,QN0202
Completed (59),3/16/2016,8:45 AM,9:45 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Bronx,PS 277X,519 Saint Anns Ave,70,10455,40.813517,-73.913402,201,8,2000114,2022740023,43,BX0101
Completed (59),3/16/2016,10:00 AM,11:00 AM,RNY for Kids (KIDS),Teen Preparedness,Brooklyn,Brooklyn Alternate Learning Center,960 Prospect Place,60,11213,40.674029,-73.945106,308,36,3031296,3012350037,341,BK0802
Completed (59),3/16/2016,7:00 PM,9:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,Glory of Christ Church,2137 Ellis Ave,75,10462,40.832411,-73.853023,209,18,2026584,2038130066,92,BX0903
Completed (59),3/16/2016,8:30 AM,11:00 AM,RNY Fair (FAIR),Volunteer Summit for Executive Directors,Manhattan,UJA-Federation of NY,130 E 59 St,100,10022,40.762367,-73.96854,105,4,1087267,1013137502,11203,MN0604
Completed (59),3/17/2016,10:00 AM,11:59 PM,RNY General Presentation (GEN),Winter prep,Queens,Elmhurst Jackson Heights Senior Center,75-01 Broadway,80,11373,40.746172,-73.890208,404,25,4036730,4014860013,267,QN0401
Completed (59),3/17/2016,8:30 AM,9:30 AM,RNY General Presentation (GEN),ESOL Presentation,Brooklyn,The Aldred De B. Mason School,6006 23rd Ave,35,11204,40.615252,-73.97635,312,44,3172071,3065490024,446,BK1204
Completed (59),3/17/2016,9:00 AM,11:00 AM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 147,325 Bushwick Ave,300,11206,40.705204,-73.939407,301,34,3071418,3030910001,485,BK0104
Completed (59),3/17/2016,6:30 PM,8:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Brooklyn,Maimonides Medical Center,"4802 10th Ave, Schreiber Auditorium",150,11219,40.639488,-73.998242,312,38,3336293,3056310038,114,BK1201
Completed (59),3/17/2016,6:00 PM,8:00 PM,RNY Fair (FAIR),Parent Teachers Conference,Brooklyn,MS 61,400 Empire Blvd,150,11225,40.664007,-73.94922,309,40,3337872,3013160015,329,BK0902
Completed (59),3/17/2016,9:00 AM,2:00 PM,RNY Fair (FAIR),"MSM Wellness, Campus Safety & Crime Prevention Fair",Manhattan,Manhattan School of Music,120 Claremont Ave,100,10027,40.812475,-73.961931,109,7,1076684,1019930001,211,MN0901
Completed (59),3/17/2016,6:00 PM,8:30 PM,RNY Fair (FAIR),RNY Parents Teacher Coneferece Fair,Brooklyn,M.S. 61,500 Empire Blvd.,200,11225,40.664192,-73.945965,309,40,3034859,3013170041,329,BK0902
Completed (59),3/18/2016,12:00 PM,2:00 PM,RNY General Presentation (GEN),LaSalle Career Day,Manhattan,LaSalle Academy,215 E 6 St,80,10003,40.727954,-73.98984,103,2,1006643,1004620004,38,MN0303
Completed (59),3/18/2016,10:30 AM,12:30 PM,RNY General Presentation (GEN),RNY ESOL Presenation,Brooklyn,Cypress Hills Fulton Street,3208 Fulton St.,30,11208,40.682337,-73.876771,305,37,3092631,3041400013,1178,BK0501
Completed (59),3/18/2016,10:30 AM,12:30 PM,RNY General Presentation (GEN),RNY ESOL Presentation,Manhattan,Cypress Hill Fulton Senior Center,3208 Fulton Street,30,,,,,,,,,
Completed (59),3/18/2016,12:45 PM,1:30 PM,RNY for Kids (KIDS),Youth Preparedness,Manhattan,PS 145 M,150 W. 105th St.,150,10025,40.799376,-73.965308,107,7,1083561,1018590001,189,MN0703
Completed (59),3/18/2016,4:00 PM,5:30 PM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 230,1 Albermale Road,20,,,,,,,,,
Completed (59),3/19/2016,9:00 AM,2:00 PM,RNY Fair (FAIR),Key to the City,Manhattan,COOP Tech,321 East 96th Street,150,10128,40.783638,-73.945626,111,8,1083927,1016680001,15602,MN1101
Completed (59),3/21/2016,1:30 PM,2:30 PM,RNY Hurricane (H),Hurricane Preparedness,Brooklyn,Our Lady of Solace Church,2866 West 17th Street,20,11224,40.577499,-73.984949,313,47,3329329,3070200039,326,BK1302
Completed (59),3/21/2016,6:00 PM,7:00 PM,RNY General Presentation (GEN),RNY ESOL Presentation,Staten Island,YMCA Staten Island,1546 Castleton Ave,40,10302,40.63586,-74.134431,501,49,5000000,5010350012,20702,SI0106
Completed (59),3/21/2016,9:00 AM,9:45 AM,RNY for Kids (KIDS),Ready NY for Pre-K,Queens,PS 378,44-16 76th St.,120,11373,40.741545,-73.888524,404,25,,,48301,QN0401
Completed (59),3/22/2016,1:00 PM,3:59 PM,RNY General Presentation (GEN),Winter Prep,Queens,CCNS Hillcrest Senior Center,168-01 Hillside Avenue,29,11432,40.710071,-73.79461,408,24,4210504,4098400001,454,QN0805
Completed (59),3/22/2016,7:00 PM,8:00 PM,RNY General Presentation (GEN),Emergency Preparedness/ PTA Meeting,Queens,MS 158Q,4635 Oceania Street,14,11361,40.756139,-73.772862,411,19,4438325,4073120001,1447,QN1102
Completed (59),3/22/2016,9:00 AM,9:45 AM,RNY General Presentation (GEN),Preparedness for Parents,Bronx,PS 61,1550 Crotona Park East,15,10460,40.836575,-73.892817,203,15,2009865,2029390045,153,BX0303
Completed (59),3/22/2016,8:15 AM,10:30 AM,RNY for Kids (KIDS),Youth Preparedness,Bronx,PS 61,1550 Crotona Park East,320,10460,40.836575,-73.892817,203,15,2009865,2029390045,153,BX0303
Completed (59),3/23/2016,12:15 PM,2:00 PM,RNY General Presentation (GEN),Columbia School of Social Work Career Panel,Manhattan,Columbia School of Social Work,1255 Amsterdam Ave,40,10027,40.810476,-73.95837,109,7,1087901,1019630060,20701,MN0901
Completed (59),3/23/2016,9:00 AM,9:45 AM,RNY for Kids (KIDS),Pre-K Preparedness,Queens,Holy Cross,56-01 61st St.,30,11378,40.724967,-73.904289,405,30,4437553,4027090040,517,QN0501
Completed (59),3/24/2016,3:00 PM,4:00 PM,RNY General Presentation (GEN),General Ready New York Presentation,Manhattan,International High School at Union Square,40 Irving Place,35,10003,40.735494,-73.987659,106,2,1017828,1008720057,50,MN0602
Completed (59),3/24/2016,10:15 AM,12:30 PM,RNY General Presentation (GEN),Presentation to the Professional Immersion Class,Manhattan,Columbia School of Social Work,1255 Amsterdam Ave,20,10027,40.810476,-73.95837,109,7,1087901,1019630060,20701,MN0901
Completed (59),3/24/2016,6:30 PM,8:30 PM,RNY General Presentation (GEN),RNY ESOL General Presentation,Manhattan,Pace High School,100 Hester,60,,,,,,,,,
Completed (59),3/24/2016,6:00 PM,8:00 PM,RNY Business (B),Business Solutions,Manhattan,Upper Manhattan Center,361 W 125th St,10,10027,40.810952,-73.953005,109,9,1059308,1019520009,20901,MN0901
Completed (59),3/29/2016,12:30 PM,2:00 PM,RNY General Presentation (GEN),Winter Prep,Brooklyn,Albany Senior Center,196 Albany Avenue,35,11213,40.67388,-73.938974,308,36,3031082,3012300044,343,BK0802
Completed (59),3/29/2016,10:30 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness for Parents,Bronx,St. Joseph's School for the Deaf,1000 Hutchinson River Parkway,10,10465,40.827733,-73.835812,210,13,2079869,2055400003,110,BX1091
Completed (59),3/29/2016,8:15 AM,9:45 AM,RNY for Kids (KIDS),Extreme Weather for Tweens,Queens,MS 137,109-15 98th Street,27,11417,40.6781,-73.839948,410,32,4467457,4091720001,86,QN1002
Completed (59),3/30/2016,9:30 AM,11:00 AM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Brooklyn,Shorefront Y,3300 Coney Island Ave,90,11235,40.575566,-73.95946,313,48,3326880,3086930001,36002,BK1303
Completed (59),3/30/2016,6:00 PM,8:00 PM,RNY Business (B),Business Solutions,Brooklyn,Brooklyn Center,9 Bond St,18,11201,40.689376,-73.983164,302,33,3329441,3001600007,37,BK0202
Completed (59),3/31/2016,10:15 AM,11:00 AM,RNY for Kids (KIDS),Tween Preparedness,Queens,PS 1S 78 Q,189-10 Radnor Road,200,11423,40.724479,-73.777454,408,23,4156558,4072770001,1277,QN0804
Completed (59),3/31/2016,9:45 AM,10:15 AM,RNY for Kids (KIDS),Youth Preparedness,Queens,PS IS 78 Q,189-10 Radnor Road,400,11423,40.724479,-73.777454,408,23,4156558,4072770001,1277,QN0804
Completed (59),3/31/2016,9:00 AM,9:45 AM,RNY for Kids (KIDS),Pre-K Preparedness,Queens,PS IS 78 Q,189-10 Radnor Road,30,11423,40.724479,-73.777454,408,23,4156558,4072770001,1277,QN0804
Completed (59),3/31/2016,10:00 AM,12:00 PM,RNY Business (B),RNY Business,Queens,Laguardia Community College,30-20 Thomson Avenue - B-201,6,,,,,,,,,
Completed (59),4/1/2016,9:00 AM,9:45 AM,RNY for Kids (KIDS),Ready NY for Pre-K,Queens,St. Pancras,68-20 Myrtle Avenue,50,11385,40.701684,-73.883891,405,32,4090330,4037030007,629,QN0503
Completed (59),4/2/2016,11:15 AM,2:45 PM,RNY General Presentation (GEN),RNY ESOL Class,Manhattan,175 Eldridge,175 Eldridge,60,,,,,,,,,
Completed (59),4/2/2016,10:00 AM,2:00 PM,RNY for Kids (KIDS),Emergency Preparedness Day Out,Brooklyn,Marine Park Parking Lot,Avenue U,100,,,,,,,,,
Completed (59),4/2/2016,10:00 AM,2:00 PM,RNY Fair (FAIR),Edgemere Community Workshop,Queens,Cornerstone Community Center,426 Beach 40th. Street,50,11691,40.596249,-73.772408,414,31,4302129,4159550003,97206,QN1402
Completed (59),4/4/2016,9:30 AM,10:30 AM,RNY for Kids (KIDS),Ready NY for Pre-K,Queens,PS 315,43-18 97th Place,500,11368,40.745995,-73.866372,404,21,4439257,4016130017,37501,QN0402
Completed (59),4/4/2016,10:00 AM,5:00 PM,RNY Fair (FAIR),LTCEMP Learning Session,Manhattan,"aruch College, The William & Anita Newman Vertical Campus Conf Center","55 Lexington Ave, room 14-220",125,10010,40.740596,-73.983938,106,2,1086514,1008800024,68,MN0602
Completed (59),4/4/2016,7:30 PM,9:30 PM,NYCEM 101 (NYCEM),Presentation for CB 11 Q,Queens,MS 158,46-35 Oceania Ave,40,,,,,,,,,
Completed (59),4/5/2016,5:30 PM,7:00 PM,RNY General Presentation (GEN),Emergency Preparedness for Parents,Manhattan,All Souls School,1157 Lexington Avenue,25,10075,40.775377,-73.95858,108,4,1047486,1015080053,140,MN0802
Completed (59),4/5/2016,11:00 AM,1:00 PM,RNY General Presentation (GEN),Senior Center Severe Weather,Brooklyn,Hope Gardens Multi Service Senior Center,195 Linden Street,27,11221,40.69537,-73.917486,304,37,3076116,3033240019,417,BK0402
Completed (59),4/5/2016,5:30 PM,8:30 PM,RNY Fair/Presentation (FP),Edgemere Community Workshop,Queens,Cornerstone Community Center,426 Beach 40th St,20,11691,40.596249,-73.772408,414,31,4302129,4159550003,97206,QN1402
Completed (59),4/6/2016,10:30 AM,12:30 PM,RNY General Presentation (GEN),Senior Severe Weather prep,Manhattan,Carver Senior Center,55 East 102 Street,45,10029,40.79084,-73.950853,111,8,1082659,1016080023,168,MN1101
Completed (59),4/6/2016,9:00 AM,10:30 AM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 10,511 7th Avenue,300,11215,40.661061,-73.986534,307,39,3016509,3008690001,14902,BK0701
Completed (59),4/6/2016,10:00 AM,10:30 AM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 10,511 7th Avenue,300,11215,40.661061,-73.986534,307,39,3016509,3008690001,14902,BK0701
Completed (59),4/6/2016,11:00 AM,1:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,Shri Lakshmi Narayan Mandir,128-04 Liberty Ave,150,11419,40.689031,-73.816945,410,28,4204758,4095820002,15802,QN1001
Completed (59),4/7/2016,10:00 AM,12:30 PM,RNY General Presentation (GEN),Staff Training for Senior Citizens,Manhattan,Grand Street Settlement Senior Center,72 Columbia Street,7,10002,40.717007,-73.980268,103,2,1078043,1003230001,1002,MN0302
Completed (59),4/7/2016,11:00 AM,1:00 PM,RNY General Presentation (GEN),Presentation for the MS Society,Brooklyn,ICS Adult Day Program,25 Elm Place,20,11201,40.689456,-73.984531,302,33,3000452,3001580001,37,BK0202
Completed (59),4/7/2016,4:30 PM,6:00 PM,RNY for Kids (KIDS),Ready Girl,Bronx,Bringing the Peace,530 East 169th Street,65,10456,40.832613,-73.904676,203,16,2004223,2026100012,145,BX0302
Completed (59),4/7/2016,1:15 PM,2:45 PM,RNY Fair (FAIR),College Wellness Fair,Manhattan,Stella & Charles Guttman Community College,50 W 40th St,50,10018,40.753129,-73.984054,105,4,1080744,1008410075,84,MN0502
Completed (59),4/7/2016,7:00 PM,9:00 PM,NYCEM 101 (NYCEM),RNY for CB 2,Queens,Sunnyside Senior Center,43-31 39 St,75,11104,40.74519,-73.925909,402,26,4436677,4001910005,17901,QN0202
Completed (59),4/8/2016,7:30 PM,9:00 PM,RNY for Kids (KIDS),Ready Girl for Tiger Scouts 255,Queens,Immanuel Lutheran School,1210 150th St.,25,11357,40.790383,-73.814431,407,19,4102447,4045040027,981,QN0702
Completed (59),4/8/2016,9:30 AM,2:30 PM,RNY Fair (FAIR),Moving from Surving to Thriving,Brooklyn,Arnold and Marie Schwartz Gymnasium,161 Ashland Pl,160,11201,40.690934,-73.978804,302,35,3394444,3020850001,3101,BK0203
Completed (59),4/9/2016,11:00 AM,3:00 PM,RNY for Kids (KIDS),Ready NY for Kids Fair,Bronx,MS 144,2545 Gunther Avenue,110,10469,40.863735,-73.83607,211,13,2053518,2044930001,310,BX1103
Completed (59),4/9/2016,12:30 PM,2:30 PM,RNY for Kids (KIDS),Presentation for children with visual disabilities,Manhattan,Lighthouse Guild,"15 W 65 St, 1st floor auditorium",40,10023,40.772091,-73.979908,107,6,1000000,1011180045,149,MN0701
Completed (59),4/9/2016,10:00 AM,3:00 PM,RNY Fair (FAIR),Council Member Eugene Community Resource Fair,Brooklyn,PS 245,249 E 17 St,75,11226,40.645016,-73.963208,314,40,3117584,3051210032,512,BK1401
Completed (59),4/9/2016,12:00 PM,3:00 PM,RNY Fair (FAIR),Church Meets City,Manhattan,Trinity Church,75 Broadway,30,10006,40.7075,-74.011917,101,1,1001028,1000490001,13,MN0101
Completed (59),4/10/2016,12:00 PM,5:00 PM,RNY Fair (FAIR),"Adoptapalooza, Celebrating ASPCA 150th Anniversary",Manhattan,Union Square,Broadway and Fourth Ave,500,,,,,,,,,
Completed (59),4/10/2016,11:00 AM,4:00 PM,RNY Fair (FAIR),"Adoptapalooza, Celebrating ASPCA 150th Anniversary",Brooklyn,House of Van,25 Franklin St,250,11222,40.72602,-73.957416,301,33,3330084,3025900215,561,BK0101
Completed (59),4/10/2016,1:00 PM,3:00 PM,RNY Fair (FAIR),Community Resource Fair for Seniors and Persons with Disabilities,Queens,American Martyrs Church,79-43 Bell Blvd,55,11364,40.735073,-73.755552,411,23,4438340,4077740001,129104,QN1104
Completed (59),4/10/2016,10:00 AM,3:00 PM,Parade (P),ASPCA NYC Paws Parade,Manhattan,Madison Sq Park,Madison Sq Park,100,10010,40.742153,-73.987987,105,3,1000000,1008520001,56,MN0501
Completed (59),4/11/2016,7:00 PM,8:00 PM,RNY General Presentation (GEN),Greater Mission Tabernacle,Brooklyn,Greater Mission Tabernacle,1394 St Johns Pl 2nd Fl,12,11213,40.670643,-73.932221,308,35,3037065,3013840027,35101,BK0802
Completed (59),4/11/2016,9:30 AM,10:00 AM,RNY for Kids (KIDS),Pre-K Preparedness,Queens,PS 87,67-54 80th Street,20,11379,40.711815,-73.871238,405,30,4091737,4037820027,621,QN0504
Completed (59),4/12/2016,11:00 AM,12:59 PM,RNY General Presentation (GEN),severe Weather for Seniors,Bronx,Bay Eden Senior Center,1220 East 229 Street,45,10466,40.884011,-73.842204,212,12,2093741,2049050360,460,BX1202
Completed (59),4/12/2016,2:00 PM,3:00 PM,RNY General Presentation (GEN),Ready NY for Staff,Manhattan,Day Care Council of New York,2082 Lexington Avenue,20,10035,40.804763,-73.937149,111,9,1054488,1017740056,196,MN1102
Completed (59),4/12/2016,5:15 PM,6:00 PM,RNY Fair (FAIR),CUNY ESOL Teacher Conference,Manhattan,Tenement Museum,103 Orchard St,50,10002,40.718592,-73.990007,103,1,1005471,1004140051,18,MN0302
Completed (59),4/13/2016,9:00 AM,11:15 AM,RNY for Kids (KIDS),Ready Girl,Bronx,Lewis and Clark School,2555 Tratman Ave,275,10461,40.840145,-73.844419,210,18,2041864,2039830001,200,BX1001
Completed (59),4/13/2016,9:00 AM,2:00 PM,RNY Fair (FAIR),Annual Resource Day Fair,Bronx,Children's Hospital at Montefiore,3415 Bainbridge Avenue,100,10467,40.879957,-73.878875,207,11,2096400,2033270001,421,BX0703
Completed (59),4/14/2016,7:00 PM,8:00 PM,RNY Hurricane (H),Tenants Monthly Meeting on Emergency Preparedness,Manhattan,Haven Tenants Association,3 Haven Plaza,20,10009,40.726824,-73.975986,103,2,1083144,1003820001,28,MN0303
Completed (59),4/14/2016,12:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness,Manhattan,Andrew Heiskell Braille and Talking Book Library,40 W 20 St,60,10011,40.740246,-73.992324,105,3,1076145,1008217501,54,MN0501
Completed (59),4/14/2016,7:30 PM,9:00 PM,RNY for Kids (KIDS),Boy Scout Presentation,Queens,Our Lady of Mercy Church,70-01 Kessel St. Forest Hills,15,11375,40.713984,-73.850964,406,29,4077259,4032250001,729,QN0602
Completed (59),4/15/2016,11:00 AM,12:30 PM,RNY for Kids (KIDS),Ready Girl,Bronx,St. Joseph's School for the Deaf,1000 Hutchinson River Parkway,40,10465,40.827733,-73.835812,210,13,2079869,2055400003,110,BX1091
Completed (59),4/16/2016,9:30 AM,2:00 PM,RNY General Presentation (GEN),Train the Trainer for Day Laborers,Brooklyn,NYCEM Headquarters,165 Cadman Plaza East,25,11201,40.698761,-73.98987,302,33,3000172,3000850006,13,BK0202
Completed (59),4/16/2016,11:00 AM,12:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Staten Island,Blessed Sacrament Church,30 Manor Rd,50,10310,40.627557,-74.125239,501,49,5106713,5002340001,141,SI0106
Completed (59),4/16/2016,12:00 PM,4:00 PM,RNY Fair (FAIR),50th Annual C. Melvin Patrick Careers Fair,Brooklyn,LIU,One University Plaza,80,,,,,,,,,
Completed (59),4/16/2016,11:00 AM,3:00 PM,RNY Fair (FAIR),NYC Family Strong Party for Prevention,Bronx,St Marys Park,450 St Anns Ave at 145th St,250,10455,40.811687,-73.914441,201,8,2003692,2025570001,37,BX0101
Completed (59),4/16/2016,12:00 PM,4:00 PM,RNY Fair (FAIR),Mount Sinai Center for Advanced Medicine,Manhattan,in front of Mount Sinai Center for Advance Medicine,E 102nd St between 5th and Madison,160,,,,,,,,,
Completed (59),4/16/2016,11:00 AM,3:00 PM,RNY Fair (FAIR),Ready Girl Fair,Brooklyn,Lakeside Skating Rink,171 East Drive,100,11226,40.65824,-73.963363,355,39,3391508,3011170001,177,BK5591
Completed (59),4/17/2016,3:00 PM,5:00 PM,RNY Fair (FAIR),Community Day for Parents and Kids,Brooklyn,Shorefront Y,3300 Coney Island Ave,50,11235,40.575566,-73.95946,313,48,3326880,3086930001,36002,BK1303
Completed (59),4/18/2016,7:00 PM,8:00 PM,RNY General Presentation (GEN),Emergency Preparedness,Brooklyn,Cretan Brotherhood of New York,1811 Coney Island Ave,40,11230,40.613407,-73.96301,314,48,3181186,3067490064,542,BK1403
Completed (59),4/18/2016,8:45 AM,9:15 PM,RNY for Kids (KIDS),Ready NY for Pre-K,Queens,Q391,44-15 Judge Street,160,11373,40.742964,-73.877449,404,25,4439252,4015710019,467,QN0401
Completed (59),4/19/2016,10:00 AM,11:00 AM,RNY for Kids (KIDS),Teen Preparedness,Brooklyn,Brooklyn Alternate Learning Center,281 Albany Ave,60,11213,40.670908,-73.939261,308,35,3036947,3013820012,339,BK0802
Completed (59),4/19/2016,9:00 AM,1:00 PM,RNY Fair (FAIR),MWBE NYCHA Trade Show,Brooklyn,101 BNY Mellon,101 Barclay St,200,,,,,,,,,
Completed (59),4/20/2016,9:30 PM,10:30 PM,RNY General Presentation (GEN),Emergency Preparedness,Brooklyn,PS 167,1025 Eastern Parkway,14,11213,40.669001,-73.934635,308,35,3037303,3013890035,35301,BK0802
Completed (59),4/20/2016,9:00 AM,9:45 AM,RNY for Kids (KIDS),Youth Preparedness,Brooklyn,PS 152,725 East 23rd St.,300,11210,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401
Completed (59),4/20/2016,4:00 PM,5:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,60,10463,40.877505,-73.90033,208,14,2015788,2032570111,277,BX0801
Completed (59),4/20/2016,6:00 PM,8:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,P4Q @179,196-35 Peck Ave,99,11365,40.741808,-73.779655,408,23,4153407,4071280010,134702,QN0803
